TM,lat,lon,ERA5_precipitation,ERA5_start_soil,ERA5_delta_soil,soil_temperature,evaporation,leaf_area_index_low_vegetation,pressure,temperature,wind_u,wind_v,Aspect,Dem,Slope,CLCD,BD,CLAY,GRAVL,POROSITY,SAND,SILT,EVI-day,NDVI-day,fenqu_ID,texture_class,topography_class,joint_class,FC_0_7cm,ASML1_RSM,DSML1_RSM,END_RSM
2018_05_04,37.2958,102.0042,0.0022642314434051,0.3557281494140625,0.0045623779296875,286.0500793457031,-0.0018256693147122,0.908935546875,70202.03125,282.920166015625,-2.6210174560546875,-1.019927978515625,209.47889709472656,3618.0,0.9308374524116516,1.0,1.18,14.33,18.79,59.29,41.81,43.85,0.2008125036954879,0.4035624861717224,5.0,Loam,10,Loam_10,0.29967827,100.59606036892428,1.290190968571542,101.88625133749582
2017_08_01,25.3958,98.6042,0.0036179423332214,0.48583984375,0.0123291015625,296.8151550292969,-0.002432893961668,2.7581787109375,80478.0,295.88623046875,1.2710723876953125,0.0860595703125,255.4614715576172,1628.0,2.6044809818267822,1.0,1.24,24.7,23.8,53.4,31.82,43.47,0.514537513256073,0.8605124950408936,8.0,Loam,5,Loam_5,0.28397956,137.96990375111457,3.501246301221752,141.47115005233633
2021_05_11,43.7958,126.7042,0.0018616914749145,0.3427276611328125,0.040313720703125,288.1840209960937,-0.0024564052000641,2.5582275390625,97258.453125,292.7685546875,-1.3245697021484375,2.0697021484375,164.3841552734375,389.0,0.1078621298074722,1.0,1.13,16.42,23.91,57.34,48.52,35.04,0.4243375062942505,0.7214812636375427,1.0,Sandy Loam,1,Sandy Loam_1,0.29801044,101.77456036834852,11.971345376126475,113.745905744475
2018_07_18,44.2958,127.9042,0.0010940000647678,0.3858184814453125,0.021514892578125,297.56982421875,-0.0038703554309904,3.0103759765625,94436.859375,299.55224609375,0.83782958984375,2.022674560546875,312.5509948730469,545.0,2.518218755722046,1.0,1.19,19.98,12.92,57.46,38.77,41.24,0.7394312620162964,0.9166062474250792,1.0,Loam,2,Loam_2,0.29441696,110.12178486544455,6.140862830147393,116.26264769559197
2018_01_17,28.6958,108.5042,0.0020847946871072,0.473480224609375,0.0207977294921875,283.13018798828125,-0.0007065972313284,2.0579833984375,92599.203125,282.5419311523437,-0.9594268798828124,0.2423553466796875,125.83026123046876,587.0,0.675628125667572,1.0,1.25,22.15,15.21,55.23,29.71,48.13,0.0269000008702278,0.0258000008761882,8.0,Loam,1,Loam_1,0.2492774,151.95287646914642,6.674565601915777,158.6274420710622
2020_10_03,44.4958,124.8042,0.001549907028675,0.33935546875,0.02532958984375,288.21343994140625,-0.0018312279134988,1.0830078125,98802.3359375,287.92254638671875,2.5013427734375,1.799886703491211,195.7086334228516,177.0,0.0428963862359523,1.0,1.33,20.69,32.47,53.48,34.22,45.08,0.2714062631130218,0.4616062641143799,1.0,Loam,1,Loam_1,0.38619435,66.06893337045321,4.931404199413324,71.00033756986653
2017_09_04,33.1958,112.2042,0.0013562887907028,0.3844757080078125,0.021759033203125,294.4032592773437,-0.0006462526507675,1.8377685546875,96445.1875,294.168212890625,-0.6463623046875,-0.2761993408203125,172.18470764160156,279.0,1.129159450531006,1.0,1.31,21.07,11.91,52.86,31.23,47.68,0.4208062589168548,0.708774983882904,3.0,Loam,1,Loam_1,0.31663087,92.69244874202973,5.245840056599372,97.93828879862907
2017_06_28,24.2958,120.7042,0.0031880736351013,0.3914642333984375,0.0200347900390625,303.4078674316406,-0.0039857407100498,2.978271484375,97376.9375,302.343017578125,1.4837646484375,0.94207763671875,286.5997619628906,342.0,1.0320305824279783,1.0,1.28,18.63,14.52,52.52,57.51,23.84,0.6546499729156494,0.7778562307357788,9.0,Sandy Loam,1,Sandy Loam_1,0.29430044,103.91810231154577,5.31843571760123,109.23653802914698
2017_02_26,26.8958,104.2042,0.0003302171826362,0.2624969482421875,0.0102996826171875,278.5938415527344,-0.0003500683233141,0.78125,77636.53125,275.297607421875,-2.5140533447265625,-0.5704345703125,9.992413520812988,2169.0,0.2751655280590057,1.0,1.23,34.27,30.31,51.06,26.36,39.36,0.0424312502145767,-0.0630062520503997,8.0,Clay Loam,7,Clay Loam_7,0.3232434,66.02212235189609,2.590532615679233,68.61265496757532
2018_07_09,37.0958,122.2042,0.0197526067495346,0.40228271484375,0.015625,295.31793212890625,-0.0007951851002871,2.151123046875,100445.609375,295.138671875,-2.5018768310546875,-0.2510986328125,180.88140869140625,9.0,0.1677772849798202,1.0,1.29,18.71,17.76,49.55,45.1,36.18,0.4481000006198883,0.6666250228881836,3.0,Sandy Loam,1,Sandy Loam_1,0.27037868,115.33715075846544,4.479792230946313,119.81694298941176
2022_11_24,42.6958,123.1042,7.380098395515233e-05,0.4665069580078125,0.0098114013671875,273.68682861328125,-0.0001116525381803,0.6717529296875,99924.375,277.04132080078125,0.9383811950683594,3.1103973388671875,285.1908874511719,130.0,0.1009561270475387,1.0,1.35,13.98,17.2,47.55,50.33,35.67,0.1209124997258186,0.2117500007152557,1.0,Sandy Loam,1,Sandy Loam_1,0.2802565,123.3015860953864,2.5932332404191105,125.89481933580552
2019_10_08,31.5958,104.9042,0.000689685344696,0.3616943359375,0.0105438232421875,293.5553894042969,-0.0006569977849721,1.1514892578125,95200.171875,291.936279296875,-1.558380126953125,-0.6508636474609375,125.53768157958984,488.0,0.1276593506336212,1.0,1.31,30.5,13.98,53.63,30.68,38.8,0.1511312574148178,0.2395000010728836,6.0,Clay Loam,1,Clay Loam_1,0.31401,87.92794704537295,2.5632050037273326,90.49115204910028
2017_10_31,45.4958,132.2042,0.0013130903244018,0.2504730224609375,0.0089111328125,278.2723999023437,-0.0006568850949406,1.739501953125,99266.890625,278.5795288085937,-0.291351318359375,3.920364379882813,158.56539916992188,97.0,0.1871539801359176,1.0,1.31,20.47,22.13,54.47,46.89,32.63,0.1467124968767166,0.2234749943017959,1.0,Loam,1,Loam_1,0.34396,55.58808597061648,1.977669339435883,57.56575531005236
2018_04_12,32.5958,118.6042,0.0024604722857475,0.2469635009765625,0.0284271240234375,292.175048828125,-0.0025138156488537,1.6817626953125,100656.375,292.4921875,-5.095306396484375,-1.2247915267944336,135.0,19.0,0.0839483514428138,1.0,1.25,23.89,12.25,51.09,18.62,57.47,0.2245250046253204,0.4183000028133392,7.0,Silt Loam,1,Silt Loam_1,0.30233,65.34938669045415,7.522144417937354,72.87153110839151
2020_11_16,45.9958,125.1042,0.0015015959506854,0.336883544921875,0.0096893310546875,275.1499328613281,-0.0003489041700959,0.65625,101130.171875,275.7350769042969,-1.189178466796875,2.2895641326904297,252.07208251953125,141.0,0.0461142361164093,1.0,1.44,19.97,12.18,54.31,36.27,43.75,-0.0097000002861022,-0.0092000002041459,1.0,Loam,1,Loam_1,0.30403653,76.94697285084345,2.213122916943817,79.16009576778727
2018_09_27,41.8958,121.9042,0.006639041006565,0.182281494140625,0.1821136474609375,294.5081787109375,-0.0013525430113077,2.5911865234375,99224.34375,294.107666015625,0.1379852294921875,3.176986694335937,122.91510009765624,91.0,0.3704605996608734,1.0,1.31,14.49,18.38,47.52,47.37,38.13,0.2323749959468841,0.4264250099658966,1.0,Sandy Loam,1,Sandy Loam_1,0.29054,47.89226224729865,47.84816255830483,95.74042480560348
2020_07_19,27.0958,112.7042,0.0053075104951858,0.3356475830078125,0.158935546875,302.3005065917969,-0.0018989932723343,3.1561279296875,98396.375,302.755126953125,2.1564178466796875,1.41162109375,126.36920166015624,57.0,0.2067363709211349,1.0,1.09,21.57,11.32,51.67,36.29,42.12,0.5428749918937683,0.7623249888420105,7.0,Loam,1,Loam_1,0.33617026,91.60047720833144,43.374577015137525,134.97505422346896
2021_04_21,39.3958,116.1042,0.0004403516650199,0.1329498291015625,0.026153564453125,295.5869140625,-0.0004229708574712,1.4356689453125,100880.109375,293.74249267578125,-1.255828857421875,2.7469940185546875,135.0,21.0,0.026461998000741,1.0,1.34,14.86,25.7,49.75,43.18,41.94,0.3183187544345855,0.446212500333786,3.0,Sandy Loam,1,Sandy Loam_1,0.1696474,58.48382608533957,11.504794893868016,69.98862097920758
2019_06_24,31.0958,107.2042,0.0051616877317428,0.369476318359375,0.056610107421875,298.0873413085937,-0.0008988832123577,2.263916015625,96052.484375,299.052978515625,1.3407745361328125,-0.651947021484375,241.35682678222656,408.0,0.5410869717597961,1.0,1.21,24.0,13.49,54.120000000000005,32.02,43.97,0.4944562613964081,0.8204187750816345,6.0,Loam,1,Loam_1,0.29601172,103.15548628365929,15.805189316609235,118.96067560026852
2019_04_29,39.5958,76.3042,0.000878739345353,0.0448150634765625,0.021575927734375,293.8580322265625,-0.0001209983602166,0.5166015625,87323.203125,287.33984375,-1.714019775390625,1.180742263793945,106.6069793701172,1237.0,0.0767570585012435,1.0,1.35,13.1,19.58,50.43,42.48,44.4,0.075968749821186,0.0971437469124794,2.0,Loam,4,Loam_4,0.26520914,12.51704346085969,6.0262510907918285,18.54329455165152
2019_06_12,21.0958,110.0042,0.0026695877313613,0.3693695068359375,0.0190887451171875,306.3509521484375,-0.00363603932783,2.074462890625,100007.265625,304.677490234375,2.341659545898437,1.8766021728515625,76.16717529296875,27.0,0.0440781451761722,1.0,1.41,21.22,12.41,52.85,46.16,32.6,0.4775499999523163,0.5162249803543091,9.0,Loam,1,Loam_1,0.30446,86.04223518535957,4.44659958759387,90.48883477295344
2018_02_17,24.2958,114.8042,0.0004212483763694,0.37115478515625,0.0022735595703125,293.2415771484375,-0.0020059361122548,2.1531982421875,97808.546875,295.60113525390625,-0.199747085571289,1.9371185302734373,155.63352966308594,157.0,0.7897221446037292,1.0,1.19,22.01,10.94,55.41,47.03,30.95,0.3272125124931335,0.5482875108718872,9.0,Loam,1,Loam_1,0.38969782,80.03503264201655,0.4902655757137176,80.52529821773027
2022_06_11,28.3958,105.2042,0.0048836767673492,0.420440673828125,0.00494384765625,295.7975158691406,-0.000575017184019,2.731689453125,94963.765625,295.875244140625,-0.6811370849609375,-0.2481842041015625,26.75528717041016,332.0,0.9558905959129332,1.0,1.23,22.46,7.99,52.64,34.63,42.89,0.5073999762535095,0.7156999707221985,6.0,Loam,1,Loam_1,0.29840043,114.55133829369014,1.346978065150454,115.8983163588406
2021_09_18,33.6958,114.3042,0.0096140652894973,0.2729949951171875,0.1512298583984375,299.5308837890625,-0.0019866474904119,1.48291015625,100421.671875,299.182373046875,-1.6745452880859375,-2.601791381835937,168.6900634765625,51.0,0.0098700104281306,1.0,1.24,25.36,19.77,52.55,19.22,55.4,0.2286999970674514,0.3124187588691711,3.0,Silt Loam,1,Silt Loam_1,0.30161,72.99401681866124,40.43618024088935,113.43019705955058
2017_06_12,22.6958,120.5042,0.0045960871502757,0.414947509765625,0.012664794921875,303.6454467773437,-0.0033735195174813,2.1292724609375,99874.5625,302.073974609375,-0.6714324951171875,2.45330810546875,248.7599334716797,25.0,0.9171484112739564,1.0,1.31,13.45,15.67,52.54,66.4,20.13,0.3619187474250793,0.5596500039100647,9.0,Sandy Loam,1,Sandy Loam_1,0.3296,96.10249522104633,2.9331864026428054,99.03568162368911
2020_01_25,30.2958,115.1042,0.0025116428732872,0.413787841796875,0.005035400390625,281.6790466308594,-0.0005171950906515,1.436767578125,101637.34375,281.0097961425781,-0.221160888671875,-1.2285919189453125,220.4622344970703,16.0,0.1153341978788375,1.0,1.33,21.91,8.83,51.41,29.96,48.120000000000005,-0.0389562509953975,-0.1156874969601631,7.0,Loam,1,Loam_1,0.26789,116.13672703078248,1.413272362274438,117.54999939305692
2020_01_04,40.0958,107.8042,0.0027955621480941,0.059112548828125,0.0007781982421875,273.97882080078125,-8.979625999927521e-05,0.5078125,88272.015625,277.03717041015625,-4.432785034179688,2.5084228515625,1.0266953706741333,1187.0,0.1800454556941986,1.0,1.58,12.38,16.86,50.96,57.120000000000005,30.48,0.088137499988079,0.1307500004768371,2.0,Sandy Loam,4,Sandy Loam_4,0.26459783,14.13957385342914,0.1861430734447305,14.325716926873872
2021_09_12,27.2958,105.8042,0.0032898217905312,0.4156341552734375,0.00311279296875,295.9547119140625,-0.0017822184599936,1.9105224609375,83498.953125,293.509521484375,-0.240142822265625,-2.210542678833008,105.04986572265624,1758.0,0.2211531698703766,1.0,1.22,26.44,14.17,53.97,26.12,47.42,0.5698750019073486,0.8292375206947327,8.0,Loam,4,Loam_4,0.4017922,84.79102726003305,0.6350221946858087,85.42604945471885
2017_08_09,44.5958,127.3042,0.0022955238819122,0.383697509765625,0.0167236328125,298.42254638671875,-0.0035193609073758,2.7333984375,97269.609375,298.783935546875,-1.495330810546875,-0.15289306640625,321.61346435546875,236.0,0.1901485323905944,1.0,1.21,21.44,13.84,57.94,33.96,44.58,0.6258124709129333,0.8999750018119812,1.0,Loam,1,Loam_1,0.32568,97.3671640787248,4.243792723704858,101.61095680242964
2021_10_30,30.8958,105.4042,0.0011658370494842,0.3717803955078125,0.002960205078125,292.66229248046875,-0.001249358523637,1.1138916015625,97513.203125,292.55401611328125,-2.90576171875,0.4706268310546875,152.00794982910156,412.0,0.1622163206338882,1.0,1.29,28.56,10.98,53.2,32.65,38.78,0.3256062567234039,0.6564750075340271,6.0,Clay Loam,1,Clay Loam_1,0.28944302,99.57118916973724,0.7928097967957737,100.36399896653302
2022_01_07,30.4958,112.0042,0.0003761425614356,0.399078369140625,0.0012664794921875,282.5582275390625,-0.0005630180239677,1.362060546875,102238.5625,281.2323608398437,-1.3966827392578125,-1.7459564208984375,204.59011840820312,39.0,0.0418649576604366,1.0,1.19,22.44,10.33,51.2,29.14,48.41,0.2024500072002411,0.3165499866008758,7.0,Loam,1,Loam_1,0.31189,107.5250806591273,0.3412319987270614,107.86631265785437
2021_02_07,25.3958,110.3042,0.0027715042233467,0.274169921875,0.0227203369140625,294.74969482421875,-0.0018569603562355,1.5604248046875,97704.2265625,295.851806640625,0.58587646484375,0.3276519775390625,227.3254547119141,183.0,0.1799066662788391,1.0,1.21,25.46,8.870000000000001,51.53,27.26,47.27,0.2452500015497207,0.4656749963760376,8.0,Loam,1,Loam_1,0.32934,68.80024057004567,5.701444691050646,74.50168526109633
2018_09_04,24.7958,117.7042,0.0133048389106988,0.436767578125,0.0410308837890625,303.57135009765625,-0.003714321181178,2.2498779296875,96897.21875,305.3994140625,-0.218597412109375,0.844207763671875,171.3843536376953,30.0,0.9689990878105164,1.0,1.23,26.61,12.89,55.2,35.83,37.54,0.3677062392234802,0.5736687779426575,9.0,Loam,1,Loam_1,0.297,119.5608053776245,11.231798688528237,130.79260406615273
2018_01_06,41.0958,108.9042,2.521574424463324e-05,0.1485443115234375,3.0517578125e-05,270.94708251953125,-3.636721521615982e-05,0.712890625,89406.5,267.28253173828125,0.1516265869140625,-0.3515625,219.029037475586,1025.0,0.3596396744251251,1.0,1.45,26.14,24.35,53.26,34.47,39.38,0.0371749997138977,0.0496499985456466,2.0,Loam,4,Loam_4,0.27882218,36.74182332796641,0.0075483971911589,36.749371725157566
2018_10_09,44.0958,124.0042,0.000429555773735,0.331573486328125,0.0016326904296875,285.7537536621094,-0.000859263818711,0.8985595703125,99483.8125,283.5526733398437,2.1403961181640625,-0.574981689453125,324.4623107910156,212.0,0.0388529039919376,1.0,1.54,19.17,4.84,47.97,44.32,36.49,0.2609499990940094,0.4290499985218048,1.0,Sandy Loam,1,Sandy Loam_1,0.15776,136.47785158127954,0.6720262365023889,137.1498778177819
2019_10_09,22.1958,107.8042,0.0041801929473876,0.36126708984375,0.030303955078125,300.96783447265625,-0.0029219179414212,2.9664306640625,97312.3984375,300.73272705078125,-1.4466705322265625,2.0198211669921875,227.61505126953125,217.0,0.379982978105545,1.0,1.1,22.91,20.26,56.91,35.480000000000004,41.59,0.4962500035762787,0.7105000019073486,8.0,Loam,1,Loam_1,0.31744263,103.45952184515411,8.678434295678159,112.13795614083227
2018_07_23,42.6958,120.5042,0.0106460694223642,0.1782379150390625,0.119354248046875,310.77557373046875,-0.001557077281177,1.4312744140625,95740.59375,308.9326171875,0.74493408203125,5.164459228515625,10.38401985168457,402.0,0.1252893656492233,1.0,1.4,17.91,6.11,48.25,44.54,37.53,0.5031874775886536,0.7359374761581421,2.0,Sandy Loam,1,Sandy Loam_1,0.2526,50.400948715943485,33.75021152778957,84.15116024373305
2021_05_07,45.8958,129.9042,0.0071920379996299,0.35894775390625,0.061981201171875,284.8287048339844,-0.0013523059897124,2.0740966796875,95856.140625,285.91259765625,-0.93084716796875,-1.6212882995605469,70.3304214477539,235.0,0.4734658002853393,1.0,1.27,19.79,16.03,55.01,41.7,38.49,0.2892937362194061,0.5023999810218811,1.0,Loam,1,Loam_1,0.28719565,98.41236338288364,16.993326817772203,115.40569020065584
2018_05_09,29.8958,107.2042,0.0024366243742406,0.42218017578125,0.0009918212890625,293.0316162109375,-0.000963931903243,1.6754150390625,96823.28125,291.8080444335937,-0.743133544921875,-1.7763824462890625,191.4109802246093,558.0,0.5739607214927673,1.0,1.31,23.57,16.05,53.01,36.28,40.13,0.5633000135421753,0.7343999743461609,6.0,Loam,1,Loam_1,0.2970774,108.48181091677309,0.2548546230154059,108.73666553978848
2018_05_28,44.4958,130.5042,0.0041410205885767,0.3472137451171875,0.029815673828125,288.4599609375,-0.0020059151574969,2.57763671875,94323.46875,291.85400390625,1.0885009765625,-0.026123046875,32.057376861572266,720.0,0.3014757633209228,1.0,1.12,18.24,24.0,58.81,46.32,35.42,0.3536374866962433,0.6892750263214111,1.0,Sandy Loam,1,Sandy Loam_1,0.34091654,90.93494625577868,7.8086963297645156,98.7436425855432
2018_10_12,36.0958,102.0042,0.0052714571356773,0.3414154052734375,0.04742431640625,288.1723327636719,-0.0014124820008873,0.8375244140625,75832.359375,287.1219177246094,-1.8150787353515625,1.01190185546875,247.50848388671875,2477.0,1.949016690254212,1.0,1.26,20.21,10.76,54.7,31.36,48.42,0.183287501335144,0.3345375061035156,5.0,Loam,7,Loam_7,0.27759737,97.61065364555544,13.55861057119045,111.16926421674589
2018_08_09,22.2958,109.9042,0.0031269043684005,0.372283935546875,0.0224151611328125,304.8646545410156,-0.0044671669602394,2.503173828125,98839.203125,305.4384765625,-2.31268310546875,-2.2752838134765625,185.9300231933593,52.0,0.3185054957866668,1.0,1.29,19.61,16.1,54.86,43.86,36.51,0.3867687582969665,0.5748500227928162,8.0,Sandy Loam,1,Sandy Loam_1,0.28057,102.85925013306937,6.1931403576309085,109.05239049070026
2020_03_27,32.6958,119.7042,0.0002372101007495,0.35003662109375,0.01226806640625,287.9331359863281,-0.0024879369884729,1.7913818359375,102225.21875,285.241455078125,-2.6848907470703125,-4.879562377929688,270.0,2.0,0.0038713365793228,1.0,1.16,26.9,24.77,53.21,12.21,60.870000000000005,0.5002437233924866,0.666700005531311,7.0,Silt Loam,1,Silt Loam_1,0.31978,94.36353362919496,3.30724851952366,97.67078214871862
2021_12_12,31.9958,106.9042,0.0006181523203849,0.357757568359375,0.0015869140625,284.4618530273437,-0.0011840378865599,1.636962890625,93743.25,284.03448486328125,-1.6218719482421875,0.468606948852539,198.62310791015625,684.0,1.2423993349075315,1.0,1.22,21.4,20.47,57.2,38.77,39.82,0.2626000046730041,0.5922499895095825,6.0,Loam,1,Loam_1,0.28944302,101.31317331172504,0.4493973396067305,101.7625706513318
2020_03_03,23.4958,104.5042,0.0009538307785987,0.37591552734375,0.0845184326171875,295.6749267578125,-0.0016472875140607,1.210693359375,85174.8125,293.6519775390625,1.144195556640625,3.970449447631836,205.30137634277344,1145.0,0.0785052925348281,1.0,1.18,30.24,25.01,54.2,31.11,38.63,0.2654937505722046,0.5055999755859375,8.0,Clay Loam,4,Clay Loam_4,0.39427042,80.80050255857088,18.166666003893653,98.96716856246454
2020_10_31,31.9958,118.2042,0.0003558695316314,0.2712860107421875,0.0051116943359375,293.40191650390625,-0.0012790844775736,1.0909423828125,101708.90625,293.7359619140625,-0.3411865234375,1.225799560546875,35.78897476196289,39.0,0.1710139513015747,1.0,1.21,27.14,15.94,52.17,17.7,55.15,0.1905999928712844,0.351500004529953,7.0,Silty Clay Loam,1,Silty Clay Loam_1,0.32558,68.86274177251825,1.2975430841888524,70.16028485670711
2020_07_16,31.1958,107.2042,0.0198877304792404,0.424652099609375,0.00115966796875,298.7852783203125,-0.0013052611611783,2.6583251953125,95141.640625,298.424560546875,-2.662445068359375,-1.241617202758789,270.76287841796875,474.0,0.969118058681488,1.0,1.35,23.01,11.63,52.3,38.98,38.0,0.599174976348877,0.8108000159263611,6.0,Loam,1,Loam_1,0.29601172,106.26508667351388,0.2901957092054278,106.55528238271933
