TM,lat,lon,ERA5_precipitation,ERA5_start_soil,ERA5_delta_soil,soil_temperature,evaporation,leaf_area_index_low_vegetation,pressure,temperature,wind_u,wind_v,Aspect,Dem,Slope,CLCD,BD,CLAY,GRAVL,POROSITY,SAND,SILT,EVI-day,NDVI-day,fenqu_ID,texture_class,topography_class,joint_class,FC_0_7cm,ASML1_RSM,DSML1_RSM,END_RSM
2020_03_17,46.7958,131.2042,0.0002873465418815,0.343841552734375,0.001861572265625,273.13995361328125,-0.0002350625582039,0.869384765625,99317.484375,279.34454345703125,3.080429077148437,0.414642333984375,352.5860595703125,104.0,0.3650166690349579,1.0,1.35,28.42,6.0200000000000005,52.370000000000005,32.2,39.36,0.0985125005245208,0.1675437539815902,1.0,Clay Loam,1,Clay Loam_1,0.27698,91.95517599462322,0.4978490934296632,92.45302508805288
2018_08_24,42.6958,123.2042,0.0007543563842773,0.4301300048828125,0.003875732421875,294.7663879394531,-0.0016037598252296,1.7490234375,99161.15625,294.0361328125,-2.1085357666015625,-6.4129791259765625,19.585824966430664,99.0,0.1828537285327911,1.0,1.34,14.19,17.28,47.63,55.02,30.78,0.4689874947071075,0.7721375226974487,1.0,Sandy Loam,1,Sandy Loam_1,0.26938,119.15975237854435,1.073701695844133,120.23345407438848
2022_09_22,28.3958,104.8042,0.0049702152609825,0.416656494140625,0.00677490234375,294.24664306640625,-0.0005184873007237,2.5819091796875,95307.390625,292.353759765625,0.8820037841796875,-1.2391815185546875,19.985179901123047,424.0,1.5231335163116455,1.0,1.26,21.7,16.93,53.02,42.57,35.71,0.3711499869823456,0.559249997138977,6.0,Loam,1,Loam_1,0.27928957,118.40032452857596,1.925208528919934,120.3255330574959
2020_02_28,22.5958,108.5042,0.001299075782299,0.38629150390625,0.0029296875,296.72772216796875,-0.0014930567704141,2.0352783203125,100156.609375,297.6676330566406,-1.1507568359375,3.526540756225586,321.56268310546875,99.0,0.1037905365228653,1.0,1.38,30.75,11.06,53.32,36.46,32.77,0.1494062542915344,0.2593312561511993,8.0,Clay Loam,1,Clay Loam_1,0.28725132,97.44824832909738,0.7390608184226062,98.18730914751998
2022_12_15,29.2958,105.6042,0.0012583195930346,0.34454345703125,0.010711669921875,285.1536560058594,-0.0004010782577097,1.0965576171875,97311.5,283.590576171875,0.5851898193359375,-0.694122314453125,234.85723876953125,394.0,0.2611739635467529,1.0,1.21,22.61,9.69,51.57,30.05,47.32,0.1844687461853027,0.2983562648296356,6.0,Loam,1,Loam_1,0.29597783,96.20540116248316,2.9909739422525763,99.19637510473574
2021_04_10,26.9958,115.4042,0.0005166381597518,0.4555511474609375,0.0232391357421875,292.2018127441406,-0.0022294367663562,2.778564453125,99467.46875,290.783935546875,0.38238525390625,-1.44342041015625,164.11614990234375,142.0,0.2475370615720749,1.0,1.12,24.96,9.91,54.92,27.38,47.65,0.0842749997973442,0.1200750023126602,7.0,Loam,1,Loam_1,0.38850653,104.69376047482794,5.34076694701601,110.03452742184396
2022_06_20,48.3958,126.8042,1.0095536708831789e-05,0.3506622314453125,0.0338897705078125,293.7729187011719,-0.0016167815774679,0.0,96064.1328125,295.128173828125,-2.929443359375,2.734283447265625,232.4958648681641,286.0,0.0699463933706283,1.0,1.1,22.41,22.71,62.2,38.79,38.78,0.6292187571525574,0.8413687348365784,1.0,Loam,1,Loam_1,0.31264347,101.9640188769866,9.854318172655116,111.8183370496417
2020_12_12,29.3958,106.1042,0.0016268223989754,0.4203338623046875,0.0263519287109375,284.9888916015625,-0.0002527004107832,1.0362548828125,97697.5625,284.8078308105469,-1.27362060546875,-0.6429443359375,78.34070587158203,273.0,0.0830108001828193,1.0,1.28,24.49,15.21,51.97,33.03,42.46,0.033306248486042,0.0398812517523765,6.0,Loam,1,Loam_1,0.29569,111.0574689456989,6.962509488119288,118.01997843381818
2021_08_04,22.5958,111.5042,0.0105249732732772,0.409210205078125,0.020782470703125,303.9733581542969,-0.0024603232741355,2.5220947265625,98033.9921875,304.957763671875,2.335174560546875,-1.8811492919921875,335.6391296386719,100.0,0.8102234601974487,1.0,1.17,20.81,11.71,55.07,45.9,33.27,0.4389125108718872,0.7218250036239624,9.0,Loam,1,Loam_1,0.38880828,89.95495467138342,4.568522942144239,94.52347761352766
2019_02_20,28.9958,114.1042,0.0014409124851226,0.4043121337890625,0.061981201171875,278.3262939453125,-0.0002623042091727,1.80810546875,99051.3125,277.5210266113281,0.3041534423828125,-1.466796875,308.8017578125,208.0,0.6507264375686646,1.0,1.19,26.52,8.77,53.99,30.67,42.79,0.0341750010848045,0.0455125011503696,7.0,Loam,1,Loam_1,0.30068088,112.99624226890018,17.32236615829235,130.31860842719252
2017_04_16,49.0958,127.1042,0.001999381231144,0.347442626953125,0.0135040283203125,279.1346435546875,-0.0006415867246687,0.0,96576.1015625,281.561279296875,2.1648712158203125,-2.438483238220215,79.64094543457031,356.0,0.182999387383461,1.0,1.17,25.97,7.68,63.3,34.74,39.28,0.1146000027656555,0.3129000067710876,1.0,Loam,1,Loam_1,0.31264347,94.98343599383226,3.691714574200332,98.6751505680326
2020_08_03,24.7958,104.8042,0.0008182153105735,0.480255126953125,0.0052337646484375,297.4052734375,-0.0018608006648719,2.4307861328125,86914.90625,295.77099609375,-1.936309814453125,-0.42437744140625,147.04403686523438,933.0,0.9357367157936096,1.0,1.31,32.08,27.95,53.14,28.31,39.6,0.4450249969959259,0.7157750129699707,8.0,Clay Loam,1,Clay Loam_1,0.39501348,92.80872317060928,1.0114186963054896,93.82014186691477
2020_09_15,44.8958,123.0042,0.0010374337434768,0.3462982177734375,0.0596771240234375,293.03533935546875,-0.0012379973195493,1.0234375,99178.703125,292.839599609375,-1.8426513671875,0.8899688720703125,45.0,145.0,0.0155122065916657,1.0,1.44,18.39,24.73,52.67,42.35,39.25,0.2305624932050705,0.4360874891281128,1.0,Loam,1,Loam_1,0.28698045,83.79834704899795,14.440860775881514,98.23920782487949
2021_09_02,44.8958,122.4042,0.0001133635669248,0.364532470703125,0.0458831787109375,299.0159912109375,-0.0023508328013122,1.2119140625,98653.53125,300.404541015625,-0.43255615234375,3.3156890869140625,88.26429748535156,166.0,0.0213021226227283,1.0,1.52,17.98,9.61,49.8,48.47,33.54,0.4649749994277954,0.703056275844574,1.0,Sandy Loam,1,Sandy Loam_1,0.28698045,83.56805973495229,10.518591696232797,94.08665143118508
2018_11_20,29.2958,104.6042,0.0005529224872589,0.343231201171875,0.0050506591796875,287.2308044433594,-0.0009274063631892,2.2501220703125,97410.8125,285.54595947265625,-0.4452667236328125,0.506190299987793,338.86016845703125,457.0,0.1037664711475372,1.0,1.33,24.07,12.69,51.36,35.1,40.82,0.2770875096321106,0.579212486743927,6.0,Loam,1,Loam_1,0.28255087,91.33526019922728,1.3440015615694956,92.6792617607968
2017_08_25,24.4958,98.9042,0.024278849363327,0.440399169921875,0.016448974609375,292.9429931640625,-0.0009640017524361,2.8646240234375,81505.15625,292.86328125,0.7447662353515625,-0.3742408752441406,113.2229232788086,1165.0,1.9938873052597048,1.0,1.18,24.09,13.69,57.18,32.1,43.8,0.3199374973773956,0.3969374895095825,8.0,Loam,4,Loam_4,0.38980827,95.74441186868935,3.576068047759931,99.3204799164493
2018_12_24,31.9958,119.0042,0.0015974417328834,0.3808135986328125,0.0354156494140625,283.49566650390625,-0.0010848888196051,1.2723388671875,101827.703125,283.5048217773437,-2.680661201477051,0.748504638671875,149.03623962402344,13.0,0.120392233133316,1.0,1.24,20.26,27.31,53.63,39.32,40.4,0.178749993443489,0.3366000056266784,7.0,Loam,1,Loam_1,0.30233,101.58030656332926,9.446964440176592,111.02727100350585
2022_01_24,30.5958,112.9042,0.0022860572207719,0.3527374267578125,0.0078277587890625,279.23455810546875,-0.0003356533125042,1.170654296875,101802.921875,278.1757202148437,-0.7066497802734375,-3.00885009765625,57.094757080078125,37.0,0.0130647644400596,1.0,1.43,23.03,8.28,52.83,31.88,45.07,0.381012499332428,0.4814625084400177,7.0,Loam,1,Loam_1,0.28285,87.20860144997967,1.9352862630894827,89.14388771306915
2019_04_16,47.1958,123.5042,0.0039018467068672,0.1750030517578125,0.04840087890625,291.2490539550781,-0.0008800262585282,0.8697509765625,97812.359375,295.654296875,-0.262664794921875,-3.881072998046875,146.63363647460938,153.0,0.0316751115024089,1.0,1.28,23.08,17.23,54.58,39.56,37.35,0.1002499982714653,0.1704999953508377,1.0,Loam,1,Loam_1,0.25378,53.8738805996497,14.899986856926398,68.7738674565761
2020_06_27,38.5958,113.1042,0.0061099380254745,0.156982421875,0.08172607421875,305.5030212402344,-0.0013993247412145,1.6212158203125,89704.59375,302.316650390625,-1.710113525390625,1.7868499755859375,346.1349182128906,1147.0,1.1522384881973269,1.0,1.3,14.89,7.45,51.57,41.74,43.35,0.2914687395095825,0.466762512922287,4.0,Loam,4,Loam_4,0.27724698,43.55528386084328,22.67516527592113,66.2304491367644
2017_10_16,39.3958,110.0042,0.0095762610435485,0.449554443359375,0.1528778076171875,287.4444580078125,-0.0013440232723951,0.515380859375,87875.0,286.1533203125,-0.253509521484375,5.5753021240234375,114.07550048828124,1293.0,0.2989311516284942,1.0,1.53,7.49,6.09,51.01,65.81,26.68,0.1116999983787536,0.2727999985218048,2.0,Sandy Loam,4,Sandy Loam_4,0.16747,175.45019022405145,59.66449853556348,235.1146887596149
2020_07_05,46.6958,124.9042,0.0070777237415313,0.328948974609375,0.0729217529296875,299.731201171875,-0.0023345830850303,1.3328857421875,97796.1171875,299.3447265625,0.662353515625,2.180694580078125,142.5946502685547,148.0,0.0138083696365356,1.0,1.29,24.8,7.61,51.91,32.85,42.33,0.294581264257431,0.4700812399387359,1.0,Loam,1,Loam_1,0.38619435,66.02872494730866,14.63731684401095,80.66604179131961
2021_08_15,41.7958,114.3042,0.0001438707113265,0.24505615234375,0.030853271484375,298.7428283691406,-0.0018626824021339,1.3282470703125,85568.9375,294.68896484375,1.7486419677734375,4.32628345489502,191.53794860839844,1432.0,0.4451573193073272,1.0,1.43,17.27,12.56,50.44,46.48,36.24,0.3545937538146972,0.5598687529563904,3.0,Sandy Loam,4,Sandy Loam_4,0.25093,68.29312505556254,8.59830005369536,76.8914251092579
2021_09_19,32.6958,117.2042,9.430199861526488e-05,0.2489776611328125,0.13330078125,301.984619140625,-0.0026632500812411,1.78125,100111.234375,303.673583984375,-2.2270965576171875,1.6308097839355469,252.02462768554688,32.0,0.1526244878768921,1.0,1.33,22.73,26.9,53.24,29.59,47.66,0.4383249878883362,0.6094250082969666,7.0,Loam,1,Loam_1,0.33147,56.47607595620704,30.23686949521509,86.71294545142213
2020_07_14,26.6958,119.3042,0.0024467289913445,0.4149017333984375,0.00592041015625,302.4856262207031,-0.0036579454317688,2.4952392578125,91705.1796875,302.237060546875,-1.3614044189453125,0.760589599609375,149.43630981445312,844.0,1.489335536956787,1.0,1.13,18.17,10.95,57.06,45.67,36.15,0.4863375127315521,0.7549375295639038,9.0,Sandy Loam,1,Sandy Loam_1,0.2930861,125.27706894794346,1.78763203824067,127.06470098618414
2019_02_26,24.4958,103.2042,1.1801719665527344e-05,0.153106689453125,0.0077362060546875,300.0375366210937,-0.0014566797763109,2.8399658203125,81542.265625,296.87451171875,5.151947021484375,3.626619338989258,227.23532104492188,2129.0,0.4912775158882141,1.0,1.28,28.3,32.77,53.44,35.52,36.17,0.1707250028848648,0.353793740272522,8.0,Clay Loam,7,Clay Loam_7,0.3249765,36.8071540973744,1.85979939479458,38.66695349216897
2019_08_06,27.0958,111.3042,0.0017500013345852,0.248992919921875,0.01068115234375,307.5674133300781,-0.0041446522809565,2.57763671875,96536.6796875,307.52734375,-0.72314453125,-0.530670166015625,356.90283203125,260.0,0.3224337100982666,1.0,1.33,24.31,9.66,52.370000000000005,33.85,41.82,0.5132499933242798,0.7067499756813049,7.0,Loam,1,Loam_1,0.28724173,65.17601803392937,2.79588262187465,67.97190065580402
2020_07_30,44.8958,127.6042,0.0059180632233619,0.352508544921875,0.039337158203125,298.7890014648437,-0.0024193152785301,3.45703125,98094.515625,299.454345703125,1.05859375,1.277984619140625,335.2825622558594,232.0,0.1342464089393615,1.0,1.17,21.42,12.99,56.44,32.65,45.91,0.5018374919891357,0.8440499901771545,1.0,Loam,1,Loam_1,0.33477,89.99891108345469,10.04316478110753,100.04207586456222
2019_03_06,29.5958,104.7042,0.0028512999415397,0.3408203125,0.0535125732421875,290.8197631835937,-0.0015585646033287,1.3187255859375,96368.0,289.1085205078125,-1.3315277099609375,-0.69915771484375,160.2980499267578,350.0,0.5167348980903625,1.0,1.25,19.78,11.75,51.54,38.64,41.57,0.198400005698204,0.5224999785423279,6.0,Loam,1,Loam_1,0.29569,92.21016943420472,14.478020424684637,106.68818985888936
2020_03_24,31.9958,117.4042,0.0019264072179794,0.2202911376953125,0.054718017578125,295.01123046875,-0.0020786132663488,1.2802734375,100912.796875,295.0794982910156,-3.1263427734375,2.25164794921875,181.73570251464844,28.0,0.0852084383368492,1.0,1.25,25.93,15.2,52.3,10.91,63.14,0.2999125123023987,0.4675250053405761,7.0,Silt Loam,1,Silt Loam_1,0.34124,51.644857037935175,12.82804303789122,64.4729000758264
2018_10_07,26.8958,110.4042,0.0012539327144622,0.3365020751953125,0.00579833984375,298.2982177734375,-0.0027557397261261,2.528076171875,94287.984375,297.10821533203125,-1.2408599853515625,-0.2348833084106445,106.34568786621094,436.0,0.7611124515533447,1.0,1.14,21.28,12.66,54.66,36.3,42.4,0.3055000007152557,0.6114624738693237,7.0,Loam,1,Loam_1,0.27787262,106.2275437368592,1.830429720219766,108.05797345707896
2018_03_03,21.8958,111.0042,0.0009899884462356,0.33428955078125,0.001007080078125,299.9769897460937,-0.0011416324414312,1.5260009765625,98519.484375,299.93487548828125,-1.3202056884765625,4.1259307861328125,209.96218872070312,101.0,0.8228981494903564,1.0,1.3,20.43,12.53,55.2,51.08,28.48,0.5004749894142151,0.6829749941825867,9.0,Loam,1,Loam_1,0.2894026,88.85400763271278,0.2676814179185248,89.1216890506313
2021_04_30,24.9958,103.1042,0.0005725622177124,0.3792877197265625,0.0562744140625,298.4183959960937,-0.0031836852431297,2.601806640625,80319.40625,297.886474609375,2.453109741210937,1.8779277801513672,77.05232238769531,1534.0,0.3541951477527618,1.0,1.32,34.52,25.31,53.94,26.53,38.94,0.2915624976158142,0.4752250015735626,8.0,Clay Loam,4,Clay Loam_4,0.31349,91.65816504865614,13.599199931586432,105.25736498024256
2021_09_11,30.3958,107.4042,0.0032864063978195,0.4108123779296875,0.0283660888671875,299.6142883300781,-0.0021253344602882,1.9085693359375,95505.421875,299.176025390625,-1.988677978515625,-1.61175537109375,204.44395446777344,391.0,0.2962550818920135,1.0,1.26,25.46,10.38,52.7,29.66,44.87,0.487075001001358,0.7279999852180481,6.0,Loam,1,Loam_1,0.2916,111.81123792368528,7.720428306657166,119.53166623034244
2020_05_13,22.2958,109.1042,0.0023618713021278,0.4051971435546875,0.0098114013671875,304.39776611328125,-0.0033984291367232,1.6988525390625,99648.328125,303.924560546875,0.501007080078125,4.2508697509765625,270.0,358.0,0.0090331183746457,1.0,1.34,18.71,13.44,54.04,47.58,33.69,0.4527499973773956,0.8102750182151794,8.0,Sandy Loam,1,Sandy Loam_1,0.27843478,108.60206761019084,2.629679136635388,111.23174674682625
2018_09_13,33.0958,120.4042,0.0017978549003601,0.2791290283203125,0.01953125,299.68365478515625,-0.0024915998801589,2.1334228515625,101342.140625,299.4130859375,-1.6723480224609375,-2.187118530273437,293.1985778808594,4.0,0.0049138702452182,1.0,1.16,21.65,23.61,52.61,11.77,66.56,0.5000249743461609,0.6555749773979187,7.0,Silt Loam,1,Silt Loam_1,0.2790465,86.23239233960096,6.033863346345009,92.26625568594598
2019_06_04,38.0958,115.4042,0.0025382936000823,0.13897705078125,0.0219879150390625,308.252685546875,-0.0001899721100926,1.311279296875,99910.640625,305.24658203125,-0.3539276123046875,0.7288970947265625,95.5275421142578,31.0,0.0200953483581542,1.0,1.33,16.1,10.32,49.28,34.800000000000004,49.09,0.3501250147819519,0.5116187334060669,3.0,Loam,1,Loam_1,0.26189393,39.8993680929516,6.312581183788235,46.21194927673983
2018_09_17,35.6958,109.4042,0.002445149468258,0.22991943359375,0.035980224609375,293.4725952148437,-0.0008558668196201,1.6329345703125,90185.671875,292.2060546875,-1.7404327392578125,2.8967342376708984,223.950424194336,1054.0,0.5977548360824585,1.0,1.36,19.74,13.92,55.09,32.93,47.32,0.3578250110149383,0.6120749711990356,4.0,Loam,4,Loam_4,0.30926958,54.66376843601234,8.554364611900525,63.21813304791287
2022_11_20,31.1958,107.6042,0.0058095902204513,0.4593658447265625,0.0474853515625,291.8871154785156,-0.001443744637072,1.2001953125,95310.734375,292.02154541015625,-2.060455322265625,0.15826416015625,189.7991180419922,334.0,0.4511310458183288,1.0,1.33,24.68,15.2,53.93,32.12,43.19,0.0856999978423118,0.1152999997138977,6.0,Loam,1,Loam_1,0.29601172,116.6804656173298,12.06143859827704,128.74190421560684
2021_04_01,36.2958,119.5042,0.0033749490976333,0.2591705322265625,0.0411224365234375,288.28564453125,-0.0009252084419131,1.1396484375,100895.234375,289.9539794921875,-2.577392578125,1.2905054092407229,353.4801940917969,51.0,0.136378526687622,1.0,1.35,16.46,24.75,49.57,39.18,44.34,0.4537437558174133,0.6188812255859375,3.0,Loam,1,Loam_1,0.28549,67.24514764779008,10.669748184327007,77.91489583211708
2021_03_26,34.4958,113.4042,3.322213888168335e-05,0.290374755859375,0.02203369140625,287.02069091796875,-0.0004934300668537,1.2369384765625,97580.90625,287.06884765625,0.6935882568359375,-0.1138153076171875,55.195987701416016,169.0,0.257738709449768,1.0,1.26,21.78,9.39,51.24,31.17,47.04,0.2447812557220459,0.3854562640190124,3.0,Loam,1,Loam_1,0.27055,85.18061557713857,6.463521224035107,91.64413680117369
2021_09_25,29.2958,104.3042,0.0023495778441429,0.3999481201171875,0.01361083984375,302.1107482910156,-0.0016712872311472,2.20166015625,95997.03125,303.18408203125,-0.9954681396484376,0.5579681396484375,146.18174743652344,346.0,0.0799919590353965,1.0,1.28,24.3,13.57,51.99,39.26,36.42,0.4363124966621399,0.755637526512146,6.0,Loam,1,Loam_1,0.2914165,107.22092566534587,3.648890377837112,110.869816043183
2019_06_04,32.4958,106.9042,0.0056442692875862,0.3409576416015625,0.0886993408203125,298.283935546875,-0.0041530481539666,3.2449951171875,88401.640625,300.46142578125,-0.4750213623046875,2.8197174072265625,233.24215698242188,803.0,1.9787601232528689,1.0,1.21,22.01,17.2,56.53,34.74,43.24,0.5557125210762024,0.7702875137329102,6.0,Loam,1,Loam_1,0.31483608,89.50155105390856,23.283621225167614,112.78517227907618
2018_05_17,27.9958,109.2042,0.0020684481132775,0.4135589599609375,0.0817718505859375,301.5760803222656,-0.0034150467254221,2.010986328125,92501.8828125,302.4638671875,-0.4003448486328125,3.5138978958129883,185.1944274902344,673.0,0.3420784175395965,1.0,1.18,25.26,14.5,54.75,26.49,48.23,0.4846312403678894,0.7576062679290771,8.0,Loam,1,Loam_1,0.3176587,110.330267951783,21.81529372960945,132.14556168139245
2017_10_02,38.4958,112.9042,0.0003182590007781,0.2118072509765625,0.0617523193359375,289.27081298828125,-0.0007537612691521,1.070556640625,91896.921875,286.523193359375,-0.497894287109375,-1.223184585571289,321.7627868652344,763.0,2.5940511226654053,1.0,1.39,16.18,8.25,49.16,42.57,41.24,0.1666750013828277,0.2834062576293945,4.0,Loam,2,Loam_2,0.25968567,58.67836960326904,17.107655196630635,75.78602479989968
2020_05_01,26.8958,116.8042,0.0150148123502731,0.3729705810546875,0.14703369140625,297.0500183105469,-0.0020854324102401,0.6519775390625,96002.453125,299.865478515625,0.42572021484375,1.968536376953125,355.7411499023437,306.0,0.6081659197807312,1.0,1.2,20.72,9.46,54.42,33.910000000000004,45.36,0.2849000096321106,0.5017499923706055,9.0,Loam,1,Loam_1,0.31196,99.63098395485731,39.27685478005994,138.90783873491728
2020_04_16,31.5958,116.6042,1.0102987289428713e-05,0.244293212890625,0.00274658203125,298.7480773925781,-0.0028781746514141,1.40576171875,100026.921875,302.126220703125,1.53363037109375,-0.6903228759765625,47.7851676940918,32.0,0.1690084636211395,1.0,1.26,26.85,21.16,51.58,13.63,59.5,0.196806252002716,0.3393124938011169,7.0,Silt Loam,1,Silt Loam_1,0.41225,47.03056453466266,0.5287633739062636,47.559327908568925
2022_06_11,35.0958,108.7042,0.0001512169837951,0.124053955078125,0.035614013671875,302.9322814941406,-0.0019971868023276,2.35302734375,86786.765625,299.566650390625,-2.117660522460937,3.8221282958984375,127.67809295654295,1224.0,1.1525851488113403,1.0,1.27,19.36,13.5,54.66,32.01,48.61,0.5932000279426575,0.8230999708175659,4.0,Loam,4,Loam_4,0.26406,36.991698700702415,10.61975704396549,47.61145574466791
2020_04_08,44.4958,127.9042,0.0008105039596557,0.408966064453125,0.0158843994140625,272.10516357421875,-0.0004634349606931,2.744140625,96433.21875,275.56396484375,0.1199493408203125,-2.510345458984375,271.5424194335937,297.0,0.6951226592063904,1.0,1.2,16.77,18.84,57.07,44.68,38.54,0.1305750012397766,0.3374125063419342,1.0,Sandy Loam,1,Sandy Loam_1,0.31419,108.47100598712164,4.213055638855071,112.6840616259767
2018_04_03,31.8958,116.6042,0.0003770589828491,0.3292999267578125,0.021087646484375,299.6634521484375,-0.0032798065803945,1.265625,100358.421875,301.6368103027344,-1.06964111328125,0.009688377380371,347.47119140625,48.0,0.0594865754246711,1.0,1.25,21.04,15.21,51.49,17.43,61.52,0.197256252169609,0.4184812605381012,7.0,Silt Loam,1,Silt Loam_1,0.34124,77.20077992212227,4.9437689565994605,82.14454887872172
2022_03_22,23.6958,110.2042,0.014195030555129,0.4509429931640625,0.0071868896484375,294.7975158691406,-0.0011464897543191,1.775146484375,99421.765625,291.5048217773437,-0.1748199462890625,-2.034698486328125,171.09642028808594,30.0,0.9462448358535768,1.0,1.16,21.85,15.19,56.42,41.62,36.51,0.3034999966621399,0.4541000127792358,8.0,Loam,1,Loam_1,0.38850653,100.0611134191726,1.5947208209126076,101.65583424008524
2018_10_19,46.5958,83.9042,0.0034753233194351,0.280029296875,0.0184326171875,277.5281982421875,-3.729667514562607e-05,0.81640625,93416.703125,280.201904296875,-0.07354736328125,0.708099365234375,324.8293762207031,658.0,1.4749149084091189,1.0,1.28,18.19,7.82,54.61,31.88,49.91,0.1427624970674514,0.228750005364418,2.0,Loam,1,Loam_1,0.24782869,88.27585223631444,5.810659846418256,94.0865120827327
2017_06_26,38.7958,76.2042,0.0006986409425735,0.1027069091796875,0.0076904296875,312.2249450683594,-0.0006031859666109,1.4986572265625,84349.78125,304.129150390625,-1.1317291259765625,-0.424530029296875,27.391014099121094,1478.0,0.8806840181350708,1.0,1.3,10.24,16.740000000000002,50.54,44.78,44.96,0.0386000014841556,0.0526000000536441,2.0,Sandy Loam,4,Sandy Loam_4,0.24974304,31.634641251105844,2.3687207236008536,34.0033619747067
2021_07_18,39.4958,78.2042,0.0101032704114913,0.091552734375,0.2061004638671875,318.889892578125,-3.946851938962936e-05,0.8597412109375,87968.9921875,308.099609375,-0.36566162109375,0.9972991943359376,72.6459732055664,1138.0,0.0216318070888519,1.0,1.35,20.99,13.79,50.97,30.71,48.29,0.1931750029325485,0.2706624865531921,2.0,Loam,4,Loam_4,0.28486,23.807077258224314,53.59369875447263,77.40077601269694
2020_09_21,29.2958,106.8042,0.0021505653858184,0.374603271484375,0.044097900390625,296.9743347167969,-0.0015562907792627,2.347412109375,94386.546875,295.319580078125,1.6442413330078125,-2.388275146484375,280.2718200683594,660.0,0.6006287336349487,1.0,1.15,25.09,14.43,55.45,30.13,44.77,0.2176437526941299,0.2502500116825104,6.0,Loam,1,Loam_1,0.31808,102.40882017222222,12.055457853267706,114.46427802548992
2017_06_18,36.7958,112.6042,0.002327540423721,0.21185302734375,0.0113983154296875,300.4150695800781,-0.0025869812816381,2.2174072265625,87701.0546875,300.3115234375,-0.27532958984375,2.1293296813964844,91.67764282226562,1022.0,0.1542739868164062,1.0,1.35,16.54,11.24,50.02,36.69,46.75,0.4216125011444092,0.5989375114440918,4.0,Loam,4,Loam_4,0.27741915,56.567172238390086,3.043480096663598,59.610652335053686
2021_12_09,44.5958,129.3042,0.0003932192921638,0.34686279296875,0.007415771484375,272.09039306640625,-0.0001025162637233,1.3033447265625,97482.734375,272.90838623046875,0.425323486328125,1.948774337768555,88.74095153808594,251.0,0.352372258901596,1.0,1.24,19.46,12.45,55.72,32.44,48.09,0.0237937495112419,0.0244937501847744,1.0,Loam,1,Loam_1,0.30356,92.1491826478344,1.970108339206736,94.11929098704114
2019_07_10,44.3958,123.3042,0.0007290452485904,0.3285980224609375,0.0482940673828125,302.6611328125,-0.0024657961912453,1.2303466796875,98785.28125,301.72900390625,-2.0727996826171875,-0.16375732421875,126.8698959350586,144.0,0.0129044549539685,1.0,1.45,20.93,21.66,50.18,37.28,41.78,0.4105312526226043,0.6016562581062317,1.0,Loam,1,Loam_1,0.16747,135.31935620417346,19.887892379206367,155.20724858337982
2017_01_03,31.3958,117.3042,0.0015535205602645,0.3659210205078125,0.0165557861328125,286.711181640625,-0.0008713956922292,0.845947265625,101789.09375,287.3444519042969,-1.614501953125,-0.4655303955078125,349.6951599121094,40.0,0.0144276190549135,1.0,1.2,27.02,15.55,53.43,18.5,54.47,0.1452312469482422,0.3273687362670898,7.0,Silty Clay Loam,1,Silty Clay Loam_1,0.32451,93.96757688715614,4.251483296049557,98.2190601832057
2020_01_08,31.7958,119.4042,0.0059735998511314,0.3505706787109375,0.0454559326171875,282.79296875,-0.0007387213408946,0.910400390625,102450.921875,279.6332702636719,0.646484375,-2.50030517578125,79.5085220336914,4.0,0.0531516149640083,1.0,1.16,25.56,13.44,52.55,29.13,45.3,0.061124999076128,0.1316500008106231,7.0,Loam,1,Loam_1,0.30139,100.27409746077014,13.001807892737071,113.2759053535072
2019_02_12,31.9958,115.9042,0.0021208971738815,0.40008544921875,0.03045654296875,274.210205078125,-0.0001461342908442,0.8890380859375,102010.484375,273.83203125,-0.7550811767578125,-1.2628021240234375,349.1596984863281,62.0,0.030876450240612,1.0,1.2,26.0,19.32,51.57,14.4,59.59,0.1172062531113624,0.2308125048875808,7.0,Silt Loam,1,Silt Loam_1,0.31014,107.5013029649916,8.183546938143527,115.68484990313512
2020_03_25,39.5958,114.8042,0.0005242154002189,0.3219757080078125,0.0471649169921875,283.6470031738281,-0.001172749325633,2.636962890625,85660.125,286.9994201660156,-0.7726287841796875,2.754989624023437,190.32948303222656,1091.0,1.7446832656860352,1.0,1.27,14.24,19.07,56.79,44.47,41.28,0.1128375008702278,0.1918062567710876,3.0,Sandy Loam,4,Sandy Loam_4,0.28293,89.6066799327433,13.126119504862782,102.73279943760608
2020_06_18,24.4958,102.9042,0.0014185041654855,0.263275146484375,0.0033111572265625,298.4703369140625,-0.0010996195487678,0.451171875,80995.21875,296.557373046875,-0.301513671875,1.391876220703125,87.3974380493164,1869.0,0.7104414105415344,1.0,1.14,34.18,16.52,55.13,26.2,39.6,0.2143000066280365,0.3368000090122223,8.0,Clay Loam,4,Clay Loam_4,0.31013,74.46654981820726,0.9365504410890793,75.40310025929634
2021_10_06,27.8958,114.4042,0.0003420412540435,0.2640380859375,0.0006561279296875,305.90264892578125,-0.0019862446933984,2.822509765625,99579.4765625,303.9755859375,-2.969451904296875,-0.8735504150390625,356.6580505371094,110.0,0.1770916283130645,1.0,1.32,21.25,11.17,48.47,40.52,38.21,0.3225249946117401,0.5662624835968018,7.0,Loam,1,Loam_1,0.38850653,51.48661284610957,0.1279429237391765,51.61455576984875
